sentiment,review_body,product_category
-1,I ordered these leggings and loved them  for about an hour- at which point the belt loop ripped off of the pant  leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.,Jeans
-1,I have other stevies  and these are nothing like them. the quality is very synthetic to a point that the material is shiny. the pants themselves run very small in the waist  approx. two sizes too small compared with other stevies. additionally  the cuff is sewn like that in place  and hits at an odd spot if you are taller or have strong calves. see how it gapes in the cuff on the model? like  a rounded bottom? that is way more emphasized in real life. buyer beware!,Jeans
-1,These pants were wonderful...for 2 seasons. yes  for almost $200 a pop they don't even last a full year! loved them so much  i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately  retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.,Jeans
-1,I generally don't spend this much on jeans but wanted a nice black pair so rolled the dice during the sale. who can wear these? i'm an average size 12 and struggled to get these size 32s over my hips  buttoned and zipped. i looked like a stuffed black sausage. best for thin frames and even then  size up.,Jeans
-1,I really wanted to love these  i bought them in a rush because i needed to replace my skinny jeans asap. they were a little long and didn't quite hug my calves but i figured with hemming they would be fine. i was told they wouldn't stretch out much. well  they fit great at the waist but the legs are now huge on me and i can't get them to shrink. wish i spent a little more on a different skinny jean. too late to return  so my hoping to be going out jeans are now lazy day jeans.,Jeans
-1,I really wanted to like these  but they just didn't look right on my 5'3 sorta bulky frame. i have big thighs and always feel out of place wearing leggings  so maybe i'm just not the right target for these  but they looked so cute and i wanted to give them a try. the waist was too high for my liking  and the leg openings were too big and gave me a stumpified look.,Jeans
-1,These are way oversized! i have several pairs of pilcro jeans and these run way too large. wasted money on shipping. won't do that again:(,Jeans
-1,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.    finally returned it without it making it out the door :(",Jeans
0,"I wear a typical 25 in coh jeans and i ordered these in a 25. they fit but they feel more like jeggings than skinny jeans. the wash isn't as faded out as in the picture. and at 5'2"" the rip is right at my kneecap. i bought these for the distressed wash  and will probably return this pair as it looks darker and less faded in person. i look nothing like the model does in this pair of jeans.",Jeans
0,"Just received pants and even though they are labeled ""petite"" they are not. the inseam is 28 for a waist size 26  which is not what the description states.",Jeans
0,"Fit and style very nice. returned because way too long and bottom detail interfered with hemming. they were at least 4"" too long. i am 5'8"" so heels would fix the issue but i don't want to wear them with a comfy pair of pants.",Jeans
0,I still have mixed feelings about this pants. the fabric is nice  soft and flows well. the fit is good  i ordered 30  could have gone with 29  not a big deal. the one thing that is off is the length - i am 5.7 and these come right to above my ankle...nowhere close to how they sit on the model. the issue with this length is that is neither here nor there  too short for regular pant length and too long for crops. i will probably have to hem them a bit  which is a disappointment when you pay so muc,Jeans
0,Absolutely love these pants! i have had these pilcos for about two months now and it has been a staple in my fall wardrobe. i have worn them at least once a week. the only downfall is the button has already fallen off and the seam in the knee has recently torn apart. given the leather  i'm not sure if they can be fixed. these are fabulous  but the quality is just not there. very disappointing.,Jeans
0,I have a love/hate relationship with these jeans. when i first put them on  i felt like i had finally found my favorite pair of jeans. everything about how they fit and looked was just perfect - and they were offered in a petite size! but then two hours later they were sagging. the fabric is so cozy  but it just stretches too much  too fast. i am not willing to give up yet  so i ordered another pair in a smaller size. i'm less than thrilled about having to shell out the $$ for two pairs  but i r,Jeans
0,I'm 5'2 and 105 lbs; normally a size 25 petite for most jean brands but learned after receiving my online purchase that these jeans run large. i exchanged them for a size 24 petite and thought they fit okay at first but after testing them around the house  they kept stretching and i felt like they were going to fall off my waist! didn't want to wear a belt with these because it distracted from the relaxed style. sadly had to return my purchase.,Jeans
0,They are beautiful! they fit amazingly! they ripped on a seam the third time i wore them. i kept wearing them  because again  the fit! the style! alas  about the fifth time i wore them  the other leg ripped at the knee seam. they are just totally falling apart. it's so very sad. i would wear them alllll the time if they could bear it. i'm actually thinking of buying another pair because i love them soooo  but it would likely be wasted cash as i believe there is a real manufacturing issue here. w,Jeans
0,I really liked these jeans initially  but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.,Jeans
1,Great fit and style. the color is perfect for spring  they have a nautical feel to them.,Jeans
1,Normally a 28  and on a fluke i dragged the 27 to the fitting room. the 27 hung better that the 28.  i have a belly  but not much in the hips  so this was surprising. most things are too tight in the waist.  denim feels very soft. they may not last  but it's like butter.,Jeans
1,I just purchased these jeans on-line in my regular petite size 27 (27-35-116lbs) as that's the size i almost always order but ended up exchanging them for the next size up and found the 28's to feel much more comfortable so i'd suggest sizing up one size. the jeans run a bit tight in the thigh and waist area and though i could also get away with wearing the 27's  i just personally prefer the fit of the 28's better. these jeans give a nice shape in the back  are super soft and are the same color,Jeans
1,These jeans are soooo soft. fit is great and the wash is a unique inky grayish color. perfect for fall. love.,Jeans
1,These ultra-slimming jeans are so comfy. the rise is a little higher than i am used to but it covers those little muffin tops perfectly. the color is very dark - almost black which adds to the slimming effect. i have really long legs and these have a little extra at the bottom  which is great. you could wear with flats  booties  boots - just about any type of shoes. these are my new favorite jeans.,Jeans
1,I love these jeans! i came on here to see if they were here on sale  and they are but alas  not in my size. i probably wear these three times per week - to work  going out with friends  all over. i got the gray and i would say the color on the site is true to how they look in person. i bought mine in the store and i will say that i've been on the fence about whether they're gray or purple but the site says gray. if you want a true gray that is a more blue-ish gray  then these are not it because,Jeans
1,I loved the look of these jeans-super cute-however they were way too tight! i ordered my usual size 31. they don't fit like a darker pair of serif jeans i own. back they go ! i'd be curious if anyone else found these to run smaller.,Jeans
1,I felt like i was taking a risk by ordering these without trying them on  but i am so happy i did. they are soft and solid without being thick or stiff. incredibly comfortable. i have a larger hip and booty and these fit great. no grabbing at all and without making the top too big or loose.,Jeans
1,"These cords are so soft and snug on- like a hug for your lower half! i appreciate their lack of stretch: they don't seem to ""bag out"" like other cords can. i like that the fabric is soft but the shape is more stiff. the grey is slightly lighter/more silvery in real life than the picture depicts. for ref  i'm 5'2"" and 103lbs and i bought the 24p.",Jeans
-1,I bought this in size xl. it ran much shorter & smaller than is typical for this brand. i found the arms tighter on me compared to the model's photos. the lace itself was pretty  intricate and washed well. i wish this shirt had worked but i ended up donating it after wearing it a couple times. the cropped length and close-fit just didn't work on me. i thought the sleeve shape was pretty. with just a little more material  this would have been a favorite. i hope it works well on whoever receives i,Knits
-1,This looked so odd on me! i decided to give it to someone with a different body type and she found it really odd too. the sleeve are a bit too long to be short and they are tight at the bottom. the top is really large  as to be unflattering. perhaps it's just that it doesn't work on someone who is petite  but this one is a return.,Knits
-1,This top is very soft and well made. for my short and curvy figure  it is very unflattering. i considered altering it  but there is no way to do it. it gapes in the front and if you have a waist at all  it won't show because this top is boxy and full in that area. if you are tall and slim  it might be perfect  so give it a try.,Knits
-1,I was extremely disappointed with the quality of this product. as soon as i put this tunic  the right tie loop detached from the garment. i could return it but the point of shopping online was to avoid the hassle of going to the store. the price of the item does not justify the low quality of the final product.,Knits
-1,I have had this shirt for a little over a month. i've wore it maybe 3-5 times and there is a small hole in the middle of the sleeve on my shoulder. it's not even on a seam  so i can't fix it. i expect much better quality from retailer. don't buy this. the quality is very disappointing. which is really unfortunate because this is a very nice fitting shirt and goes well with pencil skirts.,Knits
-1,I really wanted to love this shirt. the fit was great  and the fabric just felt beautiful. luxurious  soft and flowing. but the collar was frayed... in addition  the little keyhole area fabric also had to be carefully handled to make it look smooth and not like bad workmanship. i put it aside to return it  then this morning went to have another look at it  wanting to talk myself back into it. but i can't overlook the fact i'd be ordering a new shirt that would look time-worn. it may be only this,Knits
-1,I usually love tops like this  i bought this is the store because if was so soft. got it home and was so disappointed because it is not very flattering at all.would be a great house top though because it is soft enough to sleep in.,Knits
-1,I ordered a small from the online shop knowing it would be drapey  but it's much more than drapey. and the front draping looks like halloween costume material - not chic or sophisticated. sadly  i will be returning this top.,Knits
-1,This shirt runs very large. i will be returning for a smaller size.,Knits
0,The shirt is mostly a thick sweatshirt material and is very short when trying on - undershirt required to make up for length and the see through mesh in the pattern.  felt about 1 size too small as well,Knits
0,"I buy pretty much every tiny top retailer carries and so of course i grabbed this one online. i would say size wise it's consistent for tiny  which in my opinion is in the ""runs small"" category as i'm a large in basically every top ever except the tiiny brand where i always have to take an xl. anyway  the print is beautiful but the neckline is strange- there is a very flimsy button keeping it tacked shut at the very top  and if that snap pops open it's open all the way down to the waist area where",Knits
0,Bought this early in the season - probably washed and worn <8 times and there are small holes that have formed in the front towards the bottom...bummer!,Knits
0,Love the feel and comfort,Knits
0,The fabric is lovely  color was great  but unfortunately it ran a bit large. this might be a case of girls with boobs vs. girls without. i have a small chest so for me  this just didn't stay in place. i was worried about the arms squeezing me so i got a small rather than my usual xs. bad choice. the diamond in the middle pooches out rather than hugging your body (which was what i was hoping for). when i raise my arms the whole shirt ends up riding up. pretty awkward. there's also a lot of fabric,Knits
0,I kept this top  only because i needed a plain black tank  but there is nothing special about it. i found it a bit large and thin cheap material.,Knits
0,Ordered med petite. love the print & design but it runs really big more like a large and length of top is not flattering . returning,Knits
0,Unfortunately i didnt read the fine print when i ordered this re: dry cleaning only  but this in itself wasnt a total deal breaker. it did fit well -- i am 5'2  32c  107 lb and the xs petite fit very well  definitely form-fitting  not long in the arms or waist. the grey heather design was not my favorite look  actually thats the main reason i am returning it -- there was a dark grey splotch of the heathered design on the chest  and it looked like i had a huge dark stain.,Knits
0,"I'm 5'5"" and i think fairly proportioned (120 lbs  34b) and the peplum hit well above my waist. since having kids i'm a little obsessive about avoiding any shirt that could double as maternity... and this struck me as one. it's a cute too  but once it's on i don't feel it's very flattering.",Knits
1,Beautiful blouse  very flattering! if you run larger in the bust you might want to select one size larger than you usually wear.,Knits
1,I ordered this in size xl. the fit is true to size. it fits me as it does on the model. the draping is very flattering. i'm a pear-shape and this shape works well. it definitely needs a tank underneath. you could sew a bit of the top to keep it closed. otherwise  everything can show. i like using different colored tanks to pull out the colors in the pattern.  the quality of the material is outstanding. the print looks so much prettier in person. it's very vibrant. the photos online  at least on,Knits
1,Love these basic t's because there is always a unique cut out which makes them more interesting. fit and wash well.,Knits
1,This is a nice  soft shirt that is very comfortable to wear. the collar on this shirt makes this more than just a regular shirt. although the shirt seems more fitted on the model  i found it to run large. if you are going for the same look  you might want to size down. however  i like the shirt and am keeping it. it is a good thing too  because the navy color went fast. very nice shirt and a pretty good price too.,Knits
1,This blouse is adorable! very flattering wrap design  especially on my small chested body. also  the black and white is very appealing. can't wait for warmer weather so i can wear it!,Knits
1,I got this top in green and i'm overall happy with it. i agree with the other reviewers that the material is thin and the quality not top notch and it certainly is overpriced for what it is (especially with the shipping fee). however the style is really cute  love the lace up in the back and if flows nicely without billowing as is the case with so many retailer swing tops lately.  i didn't find it to be so see through that it would need a cami (at least not the green color) and a nude strapless br,Knits
1,I bought this top in black and love it! the crossed straps in the back give it a stylish twist. i also tried it in white and found it to be a little see thru.,Knits
1,Great cut and high quality fabric. the top gives you a nice hourglass shape and i love the way it hangs half-way down your butt.,Knits
1,I bought yellow one  and i'm very happy with this purchase. the flower print is beautiful  and the material is light  but not too thin. i love wearing this top with a pair of blue denim or a pair of white bottom.  i'm pretty short in height and size 36c. i bought a m in regular size because i like my tops roomy  and it fits really nice  i just tie a small knot on the bottom of this top or tuck the shirt in a little bit  it works perfect.,Knits
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,I wore this bodysuit once. it had a hole under the arm when i took it off,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
1,"A whim of a purchase on a tops sale. i spotted the black  but went for the mauve. it's great in person  fits loosely and hangs nicely for layering. i will buy the black too when in goes on sale. 5'5""  135lbs  34c  curvy/muscular frame  and the small was perfect (and every a little roomy) on me.",Layering
1,I love this top. i'm wearing it today. i bought it to wear under blazers and it works perfectly. i knew it would be slim fitting and while i normally buy med or sometimes small i bought the large and i'm glad i did. it's still form fitting without strangling me the color is very nice as well. nice fabric and well made. a great layering basic.,Layering
1,A lovely  soft material with a subtle aqua pattern. i'm very fussy about seams that fit my waist  and this one fit perfectly.,Layering
1,I purchased this top in the oatmeal/beige color. i love it. the material is very soft and it fits true to size. i would have purchased the black color too if it was still available.,Layering
1,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4""  120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",Layering
1,Nice quality fabric that's soft to the touch  lightweight  and lays smoothly. runs small - great for those of us who are small on top! the s fits like xs. longer length but not tunic length. the navy can pass for dark silver-gray.,Layering
1,"Nice lines and texture but fit is very tight and i experienced the sizing to run small. i am 5'6"" and 115# with small frame. i usually wear xs or s from retailer  so ordered the turtleneck in small. the size small was super tight. i love the design so exchanging my order for a medium.",Layering
1,I saw the tank at the store and was so glad to try it on. i got the small?i'm in between xs and s (34b) and try to get petites when i can but the small fit great with a longer cut. i bought the green and did not find it sheer. i actually thought it was thicker than most tanks and tees these days. i found the arm holes were fine. i usually need to go with a petite just for this reason but no need to this time. planning on getting a couple of more colors!,Layering
1,Comfortable  cool-perfect summer tank. ordered  one for my daughter(small)  had to get myself one too(medium)-both tts. great for errand runs  around house  lounging  sleeping. seems better made than more expensive tops ordered as of late. good job retailer,Layering
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,"These socks were so narrow  especially on top  that they pinched my thighs and we're almost painful to wear all day. my thighs are pretty narrow  i'm only five feet tall and my legs and hips are the thinnest part of my body. i understand that they need to be reinforced on top so that they don't slip down but these are definitely made for a person who is unhealthily skinny. ""one size"" is definitely not true. they also snag easily.",Legwear
-1,I was not a fan of these leggings. these were very unflattering. i could see that after wearing these all day they could start stretch out. i just didn't feel like they would hold up for even one season.,Legwear
-1,The tights are thin and not how they appear in the photo. one of my pairs had a hole in the seat and it was obvious they had been repackaged with part of the packaging missing. very disappointing. i wish i had found the hole before i try them on. they are definitely going back.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,Super itchy! had to return.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
-1,These socks were very thin and the elastic at the top was very rigid. i could not get these socks to go any higher than half-way up my calf. i would not recommend this product. it felt very cheap and not of good quality.,Legwear
0,"I am 5' 10"" 135 lbs  normally a size 4l and ordered both a small in the navy and a medium in the beige. the elastic waist on both is not a tight/ muffin-top producing elastic like on some thinner banded leggings. in fact  the elastic is very loose  not very stretchy on either of the sizes. i think the s had been previously tried on  given the state of the packaging and the fact that the seat of the pant was already a bit stretched out. the m is definitely too large so i would say that these run",Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I really like the look of these socks  and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing  because they certainly do stay put-which is a huge problem with over-the-knee socks. however  by the end of the day i was pretty sure i was going to lose a leg from poor circulation.  i am still,Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
0,I have bought other leggings at retailer and they were fine. these run small. i have to return.,Legwear
0,I love the fabric and design of these leggings  but unfortunately they ran way to big up top. they literally fall down.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
1,I am wearing these as i type this. they are unbelievably cozy. would wear them as loungewear if it weren't for the fact that they also look so so cute and i want to wear them out. so soft and a really good fit. higher than my other leggings so i don't have to pull them up ever. but also just really fashionable looking. love!!! one of my favorite retailer purchases ever.,Legwear
1,These tights are awesome! i bought three pairs. they give a nice casual look to some of my multi-season dresses.,Legwear
1,I've been looking for the right leggings that are of good quality  thick enough to feel appropriately covered  and a good price point - these are those leggings! need more!,Legwear
1,These socks feel amazing-i have them in both colors.  you would be surprised at the softness of these socks  yet they are slightly thicker than normal dress socks. i have weird toenails that tend to pierce through the tops of socks so a thicker sock is something that is very attractive to me. i feel like these would last a long time  with the bonus of making my feet feel like they are at the spa-these socks are soft?  these socks do not stay on my thigh so i have to use a garter and wear them li,Legwear
1,My new favorite socks! has a grip and doesn't slip off like some of my other liner socks have because this one covers more of your feet. perfect for my low boots.,Legwear
1,These are the perfect tights-fit and feel are top quality and they wash well!,Legwear
1,Sweet leg warmers that are fun and cute too! kept me warm when out in this frosty morning!,Legwear
1,These leggings are super comfy. i took the advice of other reviewers and ordered a size down and the leggings fit wonderfully. lately i've been having a problem with leggings falling down at the waist and these stay up nicely so i was very pleased. the leggings have a slight itch because of the sweater feel but they are very warm and i enjoy wearing them.,Legwear
1,These tights are so cute and can add some fun to any outfit. i paired with a mustard mini  denim shirt and desert boots! they do run small. i am a size 4 and had to get the m/l,Legwear
-1,Bought this cami/tank on sale which i'm glad but it has a flap underneath like a bralette but not fitted..it kinda just drapes under the cami...the problem is it's not thick enough to offer the coverage you would want under a white tank ...but it was also too short so it caused a visible line underneath that showed through.that was higher than the bottom of my chest ..so it gave the appearance that i wore the wrong bra/undergarment...it simply looks awkward ...not sure if it would've been better,Lounge
-1,I've been wearing this very comfortable and cute coat for 2 weeks. it is already tearing at the seams somehow. the quality of this is very poor.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,"Unfortunately this top is shirt-length  and i'm only 5'4"". needs to be about 6"" longer. made of sweatshirt material  which i wouldn't mind if it were longer. also runs very wide- ordered an xs and could have gone smaller.",Lounge
-1,"This dress looked great on the hanger  but once on  it did absolutely nothing for me.    navy is one of my most flattering colors  but the navy in the dress did not make up for the yucky second color that was so blah it just reminded me of dirt. that second color made me look drab.    i am 5'8"" with a long torso and wear a size 12 in tts tops and dresses  but the waist on this dress hit at an uncomfortable spot between by waist and ribs. i really needed the waist to be dropped further. or higher",Lounge
-1,So thin and see thru it's not even wearable in public. extremely cheap and ill fitting for any price let alone this price. i feel like they will rip the moment i wear them out. going back.,Lounge
-1,I had high hopes for this top but it didn't work for me at all. it shows your bra straps perfectly. plus  it was so big and boxy that it made me look about 10 pounds heavier. no thanks!,Lounge
-1,I'm 5'3 and ordered the small. as soon as i saw it in person  i knew it was an item to return. the material is too transparent  and designed to wear with undergarments or swim gear that you want people to see. it was way too long for me. i think it would work for a taller person. i just didn't feel it was worth the money for the quality and transparency.,Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
0,I liked that this was a unique take on a sweatshirt. pretty seam down the back and weight of material. i'm going to return it because i wish it was a little more of a loose/baggy fit and under-pattern is darker than i thought.,Lounge
0,This shirt is tough for me because i loved the front  which fit nicely  but i'm petite and the back had a giant extra piece of fabric that bumped out because of the cross straps  i wish it wasn't so wide so i could have bought it!,Lounge
0,"Love the shape and cut of this top but it is so sheer you could see my belly button through it. if it was a dark color i would buy it. wore my regular size small. i'm 5'5""130lbs  and 32dd.",Lounge
0,While the styling is cute  the fit was poor under the arms and there was quite a gap. i returned this.,Lounge
0,Love the colors  love the design  and sure to keep you toasty. im usually a size 0 or 2 so i ordered an extra small- it felt a bit roomie,Lounge
0,"Loved the material  but i didnt really look at how long the dress was before i purchased both a large and a medium. im 5'5"" and there was atleast 5"" of material at my feet. the gaps in the front are much wider than they look. felt like the dress just fell flat. both were returned. im usually a large and the med fit better. 36d 30 in jeans",Lounge
0,I loved this dress...until i washed it. the label says machine wash cold and lay flat to dry...which i did (washed on delicate). now it's not the same dress. it's too short and not as soft and i feel so much differently about it. i wish the label would just instruct to dry clean  i would pay the extra expense to still have the dress i loved. just kind of annoyed. so it's an awesome dress  just be prepared to dry clean it or risk shrinkage if you wash it.,Lounge
0,"I read the reviews before i bought this dress and had trouble believing that the dress literally fell apart at the seams so i bought it. first the good: i love the color  the fabric  and the design. it's very lightweight and loose-fitting and is perfect for hot days. the neck and sleeves are pretty on. i can wear it as a cover up or put on a necklace and sandals for everyday errands and things.  now the bad: it literally falls apart at the seams as you take it out of the package! i""m surprised a",Lounge
0,"I tried these on because the color is really pretty and fun  and who donse't want a pair of comfy/cute pants... but they looked awful on my muscular thighs... i don't think the cut will be falttering on 99% of the population. also  not as comfortable as they looked  the crotch seemed a little ""low"" on me  though the pants were in the correct size.",Lounge
1,I love this with skinny jeans! it is comfortable and soft. it fits well.,Lounge
1,Love the dress but ended up returning it as i'm not sure how often i would wear it. the only down fall is the dress is straight so you have to take smaller steps but stunning dress!!!,Lounge
1,$78 for a pair of sweats seems like a lot of money  but not when you consider the amount of wear you will get out of these pants. they are thin and a little on the long side  but very flattering. plus  the thin material makes them perfect for summer nights. i love the pockets. not a big fan of the tie on the front  but that's just a personal preference. i won't just be wearing these on the weekend. i found lots of fun tops and jackets in my closet that will turn these pants into something i'll b,Lounge
1,"Sale price is a great price for a cute cover-up.  so this is not a polite company dress.  this is a ""i want to show off my cute underwear/bikini/cross-fit bod while i go get a cold pressed juice in venice"" kind of dress.  or you can just wear it at home like i do.  runs small btw  so size up.",Lounge
1,These are nice  flattering short. however the colors and patters are not quite as pictured. i almost suspect they are slightly different on each short. exmaple: on the picture online the left leg seems to be mint green and the right one blue. the ones i received the left leg is a darker  bluishgreen color. the right leg is orange. i would hae prefered the colors on the photo but it is not a big deal i guess. i ordered the color block bra as well and it has the same issue: colors and patterns are,Lounge
1,This appears much more pink in person. i'm not really a pink girl but thought i'd try.   the way the shoulders are cut makes my defined shoulders/arms look too intense for my liking. this would look nicer on someone more petite and less athletic in my opinion. i like that the bust has slight padding that can make a bra unnecessary for yoga  spin  pilates  ballet  or barre class. it's nice and fitted and true to size. would be really cute on the right person.,Lounge
1,Love this hoodie. i bought a large to fit bigger on me and it works well. love the color and embroidery.,Lounge
1,Great  easy to wear addition to the wardrobe. i wore it all day today and no pilling! plus the pockets are really convenient...they are a good depth for car keys or a small wallet. i'm pretty busty (32ddd) and have a curvy body...with that said  the small fit well. i prefer wearing it with the zippers opened because my behind and hips look odd with the sweater fully zipped...(for ref 36 inch hips). give this one a shot...it's a nice surprise.,Lounge
1,I recently bought this dress in an retailer store  to attend an art museum event . the open back created an awkward bra exposure problem  which i solved by buying a gabardia camisole by lacausa (the same brand and print as the dress.) the dress is described as casual  but it can be dressed up with gold shoes or sandals.   the retailer saleswoman brought me the dara vegan leather jacket in plum  by hei hei to complete the outfit. the contrast between the airy dress and the vegan leather was chic and,Lounge
-1,Ordered a size medium as i usually take a medium in retailer coats- the wool is wonderful however the stripped bands are sewn into the fabric which add to the weight. the coat has an odd shape - not a line or straight. the medium was large on me. the bottom edges of the coat did not line up when buttoned and there was no inside hook or button to help even out the bottom edges. sadly this coat will be returned.,Outerwear
-1,Darling jacket/coat  similar styling as the beige with big flowers and lace-up back that i bought a few years ago and still love. i was considering this one  but the description says to hand wash. seriously? a coat? that's simply not practical. not sure if i will buy this one.,Outerwear
-1,It's a cute topper. it fits nicely through the shoulders and arms  and because of the a-line  through the bottom. but the chest is 3 sizes too small and i don't have a big chest. the fabric is very scratchy  and mine arrived unbuttoned and unzipped  and i suspect it had been worn.  going back. not tracy reese's best piece.,Outerwear
